effect_bundles_to_effects_junctions_tables	2
effect_bundle_key	effect_key	effect_scope	value	advancement_stage
shield_food_storage_bundle_1650	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1650	shield_food_stored	faction_to_faction_own_unseen	1650	start_turn_completed
shield_food_storage_bundle_1655	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1655	shield_food_stored	faction_to_faction_own_unseen	1655	start_turn_completed
shield_food_storage_bundle_165	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_165	shield_food_stored	faction_to_faction_own_unseen	165	start_turn_completed
shield_food_storage_bundle_1660	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1660	shield_food_stored	faction_to_faction_own_unseen	1660	start_turn_completed
shield_food_storage_bundle_1665	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1665	shield_food_stored	faction_to_faction_own_unseen	1665	start_turn_completed
shield_food_storage_bundle_1670	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1670	shield_food_stored	faction_to_faction_own_unseen	1670	start_turn_completed
shield_food_storage_bundle_1675	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1675	shield_food_stored	faction_to_faction_own_unseen	1675	start_turn_completed
shield_food_storage_bundle_1680	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1680	shield_food_stored	faction_to_faction_own_unseen	1680	start_turn_completed
shield_food_storage_bundle_1685	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1685	shield_food_stored	faction_to_faction_own_unseen	1685	start_turn_completed
shield_food_storage_bundle_1690	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1690	shield_food_stored	faction_to_faction_own_unseen	1690	start_turn_completed
shield_food_storage_bundle_1695	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1695	shield_food_stored	faction_to_faction_own_unseen	1695	start_turn_completed
shield_food_storage_bundle_1700	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1700	shield_food_stored	faction_to_faction_own_unseen	1700	start_turn_completed
shield_food_storage_bundle_1705	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1705	shield_food_stored	faction_to_faction_own_unseen	1705	start_turn_completed
shield_food_storage_bundle_170	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_170	shield_food_stored	faction_to_faction_own_unseen	170	start_turn_completed
shield_food_storage_bundle_1710	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1710	shield_food_stored	faction_to_faction_own_unseen	1710	start_turn_completed
shield_food_storage_bundle_1715	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1715	shield_food_stored	faction_to_faction_own_unseen	1715	start_turn_completed
shield_food_storage_bundle_1720	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1720	shield_food_stored	faction_to_faction_own_unseen	1720	start_turn_completed
shield_food_storage_bundle_1725	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1725	shield_food_stored	faction_to_faction_own_unseen	1725	start_turn_completed
shield_food_storage_bundle_1730	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1730	shield_food_stored	faction_to_faction_own_unseen	1730	start_turn_completed
shield_food_storage_bundle_1735	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1735	shield_food_stored	faction_to_faction_own_unseen	1735	start_turn_completed
shield_food_storage_bundle_1740	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1740	shield_food_stored	faction_to_faction_own_unseen	1740	start_turn_completed
shield_food_storage_bundle_1745	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1745	shield_food_stored	faction_to_faction_own_unseen	1745	start_turn_completed
shield_food_storage_bundle_1750	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1750	shield_food_stored	faction_to_faction_own_unseen	1750	start_turn_completed
shield_food_storage_bundle_1755	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1755	shield_food_stored	faction_to_faction_own_unseen	1755	start_turn_completed
shield_food_storage_bundle_175	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_175	shield_food_stored	faction_to_faction_own_unseen	175	start_turn_completed
shield_food_storage_bundle_1760	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1760	shield_food_stored	faction_to_faction_own_unseen	1760	start_turn_completed
shield_food_storage_bundle_1765	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1765	shield_food_stored	faction_to_faction_own_unseen	1765	start_turn_completed
shield_food_storage_bundle_1770	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1770	shield_food_stored	faction_to_faction_own_unseen	1770	start_turn_completed
shield_food_storage_bundle_1775	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1775	shield_food_stored	faction_to_faction_own_unseen	1775	start_turn_completed
shield_food_storage_bundle_1780	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1780	shield_food_stored	faction_to_faction_own_unseen	1780	start_turn_completed
shield_food_storage_bundle_1785	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1785	shield_food_stored	faction_to_faction_own_unseen	1785	start_turn_completed
shield_food_storage_bundle_1790	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1790	shield_food_stored	faction_to_faction_own_unseen	1790	start_turn_completed
shield_food_storage_bundle_1795	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1795	shield_food_stored	faction_to_faction_own_unseen	1795	start_turn_completed
shield_food_storage_bundle_1800	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1800	shield_food_stored	faction_to_faction_own_unseen	1800	start_turn_completed
shield_food_storage_bundle_1805	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1805	shield_food_stored	faction_to_faction_own_unseen	1805	start_turn_completed
shield_food_storage_bundle_180	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_180	shield_food_stored	faction_to_faction_own_unseen	180	start_turn_completed
shield_food_storage_bundle_1810	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1810	shield_food_stored	faction_to_faction_own_unseen	1810	start_turn_completed
shield_food_storage_bundle_1815	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1815	shield_food_stored	faction_to_faction_own_unseen	1815	start_turn_completed
shield_food_storage_bundle_1820	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1820	shield_food_stored	faction_to_faction_own_unseen	1820	start_turn_completed
shield_food_storage_bundle_1825	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1825	shield_food_stored	faction_to_faction_own_unseen	1825	start_turn_completed
shield_food_storage_bundle_1830	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1830	shield_food_stored	faction_to_faction_own_unseen	1830	start_turn_completed
shield_food_storage_bundle_1835	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1835	shield_food_stored	faction_to_faction_own_unseen	1835	start_turn_completed
shield_food_storage_bundle_1840	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1840	shield_food_stored	faction_to_faction_own_unseen	1840	start_turn_completed
shield_food_storage_bundle_1845	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1845	shield_food_stored	faction_to_faction_own_unseen	1845	start_turn_completed
shield_food_storage_bundle_1850	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1850	shield_food_stored	faction_to_faction_own_unseen	1850	start_turn_completed
shield_food_storage_bundle_1855	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1855	shield_food_stored	faction_to_faction_own_unseen	1855	start_turn_completed
shield_food_storage_bundle_185	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_185	shield_food_stored	faction_to_faction_own_unseen	185	start_turn_completed
shield_food_storage_bundle_1860	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1860	shield_food_stored	faction_to_faction_own_unseen	1860	start_turn_completed
shield_food_storage_bundle_1865	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1865	shield_food_stored	faction_to_faction_own_unseen	1865	start_turn_completed
shield_food_storage_bundle_1870	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1870	shield_food_stored	faction_to_faction_own_unseen	1870	start_turn_completed
shield_food_storage_bundle_1875	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1875	shield_food_stored	faction_to_faction_own_unseen	1875	start_turn_completed
shield_food_storage_bundle_1880	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1880	shield_food_stored	faction_to_faction_own_unseen	1880	start_turn_completed
shield_food_storage_bundle_1885	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1885	shield_food_stored	faction_to_faction_own_unseen	1885	start_turn_completed
shield_food_storage_bundle_1890	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1890	shield_food_stored	faction_to_faction_own_unseen	1890	start_turn_completed
shield_food_storage_bundle_1895	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1895	shield_food_stored	faction_to_faction_own_unseen	1895	start_turn_completed
shield_food_storage_bundle_1900	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1900	shield_food_stored	faction_to_faction_own_unseen	1900	start_turn_completed
shield_food_storage_bundle_1905	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1905	shield_food_stored	faction_to_faction_own_unseen	1905	start_turn_completed
shield_food_storage_bundle_190	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_190	shield_food_stored	faction_to_faction_own_unseen	190	start_turn_completed
shield_food_storage_bundle_1910	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1910	shield_food_stored	faction_to_faction_own_unseen	1910	start_turn_completed
shield_food_storage_bundle_1915	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1915	shield_food_stored	faction_to_faction_own_unseen	1915	start_turn_completed
shield_food_storage_bundle_1920	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1920	shield_food_stored	faction_to_faction_own_unseen	1920	start_turn_completed
shield_food_storage_bundle_1925	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1925	shield_food_stored	faction_to_faction_own_unseen	1925	start_turn_completed
shield_food_storage_bundle_1930	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1930	shield_food_stored	faction_to_faction_own_unseen	1930	start_turn_completed
shield_food_storage_bundle_1935	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1935	shield_food_stored	faction_to_faction_own_unseen	1935	start_turn_completed
shield_food_storage_bundle_1940	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1940	shield_food_stored	faction_to_faction_own_unseen	1940	start_turn_completed
shield_food_storage_bundle_1945	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1945	shield_food_stored	faction_to_faction_own_unseen	1945	start_turn_completed
shield_food_storage_bundle_1950	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1950	shield_food_stored	faction_to_faction_own_unseen	1950	start_turn_completed
shield_food_storage_bundle_1955	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1955	shield_food_stored	faction_to_faction_own_unseen	1955	start_turn_completed
shield_food_storage_bundle_195	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_195	shield_food_stored	faction_to_faction_own_unseen	195	start_turn_completed
shield_food_storage_bundle_1960	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1960	shield_food_stored	faction_to_faction_own_unseen	1960	start_turn_completed
shield_food_storage_bundle_1965	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1965	shield_food_stored	faction_to_faction_own_unseen	1965	start_turn_completed
shield_food_storage_bundle_1970	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1970	shield_food_stored	faction_to_faction_own_unseen	1970	start_turn_completed
shield_food_storage_bundle_1975	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1975	shield_food_stored	faction_to_faction_own_unseen	1975	start_turn_completed
shield_food_storage_bundle_1980	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1980	shield_food_stored	faction_to_faction_own_unseen	1980	start_turn_completed
shield_food_storage_bundle_1985	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1985	shield_food_stored	faction_to_faction_own_unseen	1985	start_turn_completed
shield_food_storage_bundle_1990	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1990	shield_food_stored	faction_to_faction_own_unseen	1990	start_turn_completed
shield_food_storage_bundle_1995	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_1995	shield_food_stored	faction_to_faction_own_unseen	1995	start_turn_completed
shield_food_storage_bundle_2000	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_2000	shield_food_stored	faction_to_faction_own_unseen	2000	start_turn_completed
shield_food_storage_bundle_200	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_200	shield_food_stored	faction_to_faction_own_unseen	200	start_turn_completed
shield_food_storage_bundle_205	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_205	shield_food_stored	faction_to_faction_own_unseen	205	start_turn_completed
shield_food_storage_bundle_20	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_20	shield_food_stored	faction_to_faction_own_unseen	20	start_turn_completed
shield_food_storage_bundle_210	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_210	shield_food_stored	faction_to_faction_own_unseen	210	start_turn_completed
shield_food_storage_bundle_215	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_215	shield_food_stored	faction_to_faction_own_unseen	215	start_turn_completed
shield_food_storage_bundle_220	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_220	shield_food_stored	faction_to_faction_own_unseen	220	start_turn_completed
shield_food_storage_bundle_225	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_225	shield_food_stored	faction_to_faction_own_unseen	225	start_turn_completed
shield_food_storage_bundle_230	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_230	shield_food_stored	faction_to_faction_own_unseen	230	start_turn_completed
shield_food_storage_bundle_235	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_235	shield_food_stored	faction_to_faction_own_unseen	235	start_turn_completed
shield_food_storage_bundle_240	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_240	shield_food_stored	faction_to_faction_own_unseen	240	start_turn_completed
shield_food_storage_bundle_245	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_245	shield_food_stored	faction_to_faction_own_unseen	245	start_turn_completed
shield_food_storage_bundle_250	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_250	shield_food_stored	faction_to_faction_own_unseen	250	start_turn_completed
shield_food_storage_bundle_255	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_255	shield_food_stored	faction_to_faction_own_unseen	255	start_turn_completed
shield_food_storage_bundle_25	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_25	shield_food_stored	faction_to_faction_own_unseen	25	start_turn_completed
shield_food_storage_bundle_260	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_260	shield_food_stored	faction_to_faction_own_unseen	260	start_turn_completed
shield_food_storage_bundle_265	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_265	shield_food_stored	faction_to_faction_own_unseen	265	start_turn_completed
shield_food_storage_bundle_270	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_270	shield_food_stored	faction_to_faction_own_unseen	270	start_turn_completed
shield_food_storage_bundle_275	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_275	shield_food_stored	faction_to_faction_own_unseen	275	start_turn_completed
shield_food_storage_bundle_280	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_280	shield_food_stored	faction_to_faction_own_unseen	280	start_turn_completed
shield_food_storage_bundle_285	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_285	shield_food_stored	faction_to_faction_own_unseen	285	start_turn_completed
shield_food_storage_bundle_290	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_290	shield_food_stored	faction_to_faction_own_unseen	290	start_turn_completed
shield_food_storage_bundle_295	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_295	shield_food_stored	faction_to_faction_own_unseen	295	start_turn_completed
shield_food_storage_bundle_300	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_300	shield_food_stored	faction_to_faction_own_unseen	300	start_turn_completed
shield_food_storage_bundle_305	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_305	shield_food_stored	faction_to_faction_own_unseen	305	start_turn_completed
shield_food_storage_bundle_30	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_30	shield_food_stored	faction_to_faction_own_unseen	30	start_turn_completed
shield_food_storage_bundle_310	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_310	shield_food_stored	faction_to_faction_own_unseen	310	start_turn_completed
shield_food_storage_bundle_315	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_315	shield_food_stored	faction_to_faction_own_unseen	315	start_turn_completed
shield_food_storage_bundle_320	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_320	shield_food_stored	faction_to_faction_own_unseen	320	start_turn_completed
shield_food_storage_bundle_325	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_325	shield_food_stored	faction_to_faction_own_unseen	325	start_turn_completed
shield_food_storage_bundle_330	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_330	shield_food_stored	faction_to_faction_own_unseen	330	start_turn_completed
shield_food_storage_bundle_335	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_335	shield_food_stored	faction_to_faction_own_unseen	335	start_turn_completed
shield_food_storage_bundle_340	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_340	shield_food_stored	faction_to_faction_own_unseen	340	start_turn_completed
shield_food_storage_bundle_345	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_345	shield_food_stored	faction_to_faction_own_unseen	345	start_turn_completed
shield_food_storage_bundle_350	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_350	shield_food_stored	faction_to_faction_own_unseen	350	start_turn_completed
shield_food_storage_bundle_355	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_355	shield_food_stored	faction_to_faction_own_unseen	355	start_turn_completed
shield_food_storage_bundle_35	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_35	shield_food_stored	faction_to_faction_own_unseen	35	start_turn_completed
shield_food_storage_bundle_360	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_360	shield_food_stored	faction_to_faction_own_unseen	360	start_turn_completed
shield_food_storage_bundle_365	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_365	shield_food_stored	faction_to_faction_own_unseen	365	start_turn_completed
shield_food_storage_bundle_370	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_370	shield_food_stored	faction_to_faction_own_unseen	370	start_turn_completed
shield_food_storage_bundle_375	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_375	shield_food_stored	faction_to_faction_own_unseen	375	start_turn_completed
shield_food_storage_bundle_380	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_380	shield_food_stored	faction_to_faction_own_unseen	380	start_turn_completed
shield_food_storage_bundle_385	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_385	shield_food_stored	faction_to_faction_own_unseen	385	start_turn_completed
shield_food_storage_bundle_390	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_390	shield_food_stored	faction_to_faction_own_unseen	390	start_turn_completed
shield_food_storage_bundle_395	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_395	shield_food_stored	faction_to_faction_own_unseen	395	start_turn_completed
shield_food_storage_bundle_400	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_400	shield_food_stored	faction_to_faction_own_unseen	400	start_turn_completed
shield_food_storage_bundle_405	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_405	shield_food_stored	faction_to_faction_own_unseen	405	start_turn_completed
shield_food_storage_bundle_40	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_40	shield_food_stored	faction_to_faction_own_unseen	40	start_turn_completed
shield_food_storage_bundle_410	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_410	shield_food_stored	faction_to_faction_own_unseen	410	start_turn_completed
shield_food_storage_bundle_415	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_415	shield_food_stored	faction_to_faction_own_unseen	415	start_turn_completed
shield_food_storage_bundle_420	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_420	shield_food_stored	faction_to_faction_own_unseen	420	start_turn_completed
shield_food_storage_bundle_425	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_425	shield_food_stored	faction_to_faction_own_unseen	425	start_turn_completed
shield_food_storage_bundle_430	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_430	shield_food_stored	faction_to_faction_own_unseen	430	start_turn_completed
shield_food_storage_bundle_435	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_435	shield_food_stored	faction_to_faction_own_unseen	435	start_turn_completed
shield_food_storage_bundle_440	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_440	shield_food_stored	faction_to_faction_own_unseen	440	start_turn_completed
shield_food_storage_bundle_445	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_445	shield_food_stored	faction_to_faction_own_unseen	445	start_turn_completed
shield_food_storage_bundle_450	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_450	shield_food_stored	faction_to_faction_own_unseen	450	start_turn_completed
shield_food_storage_bundle_455	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_455	shield_food_stored	faction_to_faction_own_unseen	455	start_turn_completed
shield_food_storage_bundle_45	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_45	shield_food_stored	faction_to_faction_own_unseen	45	start_turn_completed
shield_food_storage_bundle_460	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_460	shield_food_stored	faction_to_faction_own_unseen	460	start_turn_completed
shield_food_storage_bundle_465	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_465	shield_food_stored	faction_to_faction_own_unseen	465	start_turn_completed
shield_food_storage_bundle_470	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_470	shield_food_stored	faction_to_faction_own_unseen	470	start_turn_completed
shield_food_storage_bundle_475	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_475	shield_food_stored	faction_to_faction_own_unseen	475	start_turn_completed
shield_food_storage_bundle_480	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_480	shield_food_stored	faction_to_faction_own_unseen	480	start_turn_completed
shield_food_storage_bundle_485	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_485	shield_food_stored	faction_to_faction_own_unseen	485	start_turn_completed
shield_food_storage_bundle_490	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_490	shield_food_stored	faction_to_faction_own_unseen	490	start_turn_completed
shield_food_storage_bundle_495	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_495	shield_food_stored	faction_to_faction_own_unseen	495	start_turn_completed
shield_food_storage_bundle_500	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_500	shield_food_stored	faction_to_faction_own_unseen	500	start_turn_completed
shield_food_storage_bundle_505	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_505	shield_food_stored	faction_to_faction_own_unseen	505	start_turn_completed
shield_food_storage_bundle_50	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
shield_food_storage_bundle_50	shield_food_stored	faction_to_faction_own_unseen	50	start_turn_completed
shield_food_storage_bundle_510	shield_food_decay	faction_to_faction_own_unseen	-1	start_turn_completed
