effect_bundles_tables	1
key	localised_description	localised_title	ui_icon	bundle_target
vik_heroism_positive_1	old data - do not loc	old data - do not loc	faction_leader.png	faction
vik_incident_seasonal_global_abundunt_harvest	The Isles are experiencing a great harvest! There is food aplenty and none shall go hungry.	Abundant Harvest	food.png	faction
vik_incident_seasonal_global_dark_year	Once again, the world is experiencing a darkening; lower temperatures and crop failures abound due to the lack of light and warmth.	Dark Year	disaster.png	faction
vik_incident_seasonal_global_famine	The harvest has failed and there are insufficient supplies to feed everyone through the winter ahead; people are already dying due to lack of food.	Poor Harvest	food.png	faction
vik_incident_seasonal_global_ice_and_snow	Everything is covered with a thick layer of snow; the accompanying film of ice has made roadways treacherous for all.	Ice & Snow	disaster.png	faction
vik_incident_seasonal_global_mortality_of_bees	A smaller yield of honey this year indicates that the bee numbers are declining. Why this has happened is anyone's guess!	Mortality of Bees	disaster.png	faction
vik_incident_seasonal_global_murrain_of_cattle	Some strange malady has broken out among the cattle; this mysterious pestilence has made them mad!	Murrain of Cattle	disaster.png	faction
vik_incident_seasonal_global_rain_of_blood	Blood rains from the skies; by its very nature, this omen cannot bode well.	Rain of Blood	disaster.png	faction
vik_incident_seasonal_global_st_vitus_dance	Some of the people are afflicted by St Vitus' Dance - their extremities jerk rapidly, seemingly without reason.	St Vitus' Dance	disaster.png	faction
vik_incident_seasonal_global_storm_year	There has been much tumult from the heavens - strong winds are matched by torrential rain, furious thunder and lightning strikes.	Storm Year	disaster.png	faction
vik_incident_seasonal_province_windstorm	The raging winds have damaged buildings here, depriving the population of much-needed protection against the wild elements.	Windstorm	disaster.png	province
vik_incident_seasonal_settlement_lightning	Furious lightning has struck here, damaging the buildings of this settlement.	Lightning	disaster.png	region
vik_incident_strip_estate_allegiance	Stripping a noble's estate has caused them to work against the crown...	Opposition	allegiance_enemy.png	faction
vik_incident_strip_estate_income	Stripping a noble's estate has caused them to replace the lost land with riches...	Embezzlement	wealth_negative.png	faction
vik_incident_strip_estate_loyalty	Stripping a noble's estate has caused dissent among the lords. They wonder if it is time for a new leader...	Dissent	faction_leader.png	faction
vik_incident_strip_estate_public_order	Stripping a noble's estate has caused them to sway the people against your rule...	Unrest	public_order_negative.png	faction
vik_incident_supply_bonus	After a long journey, there is nothing better than hearth and home, with good meat and drink, to restore even the weariest of travellers.	Supplies	supplies.png	faction
vik_industrious_trait_agricultural_estates	[PH]	[PH]	faction_leader.png	faction
vik_industrious_trait_noble_estates	[PH]	[PH]	faction_leader.png	faction
vik_industrious_trait_religious_estates	[PH]	[PH]	faction_leader.png	faction
vik_kingdom_alba_circenn	Alba gets the following bonuses:	Alba	trait_circenn.png	faction
vik_kingdom_anglo_saxon_mierce	Anglo-Saxons get the following bonuses:	Anglo-Saxons	trait_mierce.png	faction
vik_kingdom_anglo_saxon_west_seaxe	Anglo-Saxons get the following bonuses:	Anglo-Saxons	trait_west_seaxe.png	faction
vik_kingdom_danelaw_east_engle	Danelaw gets the following bonuses:	Danelaw	trait_east_engle.png	faction
vik_kingdom_danelaw_northymbre	Danelaw gets the following bonuses:	Danelaw	trait_northymbre.png	faction
vik_kingdom_england_mierce	England gets the following bonuses:	England	trait_mierce.png	faction
vik_kingdom_england_west_seaxe	England gets the following bonuses:	England	trait_west_seaxe.png	faction
vik_kingdom_ireland_mide	Ireland gets the following bonuses:	Ireland	trait_mide.png	faction
vik_kingdom_irish_vikings_dyflin	Irish Vikings get the following bonuses:	Irish Vikings	trait_dyflin.png	faction
vik_kingdom_lochlann_sudreyar	Lochlann gets the following bonuses:	Lochlann	trait_sudreyar.png	faction
vik_kingdom_long_dummy	Your faction is upgraded with the following additional bonuses:	[[col:green]]Faction bonuses upgraded[[/col]]	faction_leader.png	faction
vik_kingdom_norse_gaelic_sea_dyflin	Norse Gaelic Sea gets the following bonuses:	Norse Gaelic Sea	trait_dyflin.png	faction
vik_kingdom_norse_gaelic_sea_sudreyar	Norse Gaelic Sea gets the following bonuses:	Norse Gaelic Sea	trait_sudreyar.png	faction
vik_kingdom_north_sea_empire_east_engle	North Sea Empire gets the following bonuses:	North Sea Empire	trait_east_engle.png	faction
vik_kingdom_north_sea_empire_northymbre	North Sea Empire gets the following bonuses:	North Sea Empire	trait_northymbre.png	faction
vik_kingdom_old_north_strat_clut	Yr Hen Ogledd gets the following bonuses:	Yr Hen Ogledd	trait_strat_clut.png	faction
vik_kingdom_prydein_gwined	Prydein gets the following bonuses:	Prydein	trait_gwined.png	faction
vik_kingdom_prydein_strat_clut	Prydein gets the following bonuses:	Prydein	trait_strat_clut.png	faction
vik_kingdom_scotland_circenn	Scotland gets the following bonuses:	Scotland	trait_circenn.png	faction
vik_kingdom_short_dummy	Your faction is upgraded with the following additional bonuses:	[[col:green]]Faction bonuses upgraded[[/col]]	faction_leader.png	faction
vik_kingdom_temhair_mide	Temhair gets the following bonuses:	Temhair	trait_mide.png	faction
vik_kingdom_wales_gwined	Cymru gets the following bonuses:	Cymru	trait_gwined.png	faction
vik_leader_influence_0	People spit this king's name when it comes up in conversation, so unpopular is he.	Leader Influence: 0	faction_leader.png	faction
vik_leader_influence_1	He calls himself king? This man is not worthy of such a title!	Leader Influence: 1	faction_leader.png	faction
vik_leader_influence_10	All hail the king! This man enjoys the love and respect of his people.	Leader Influence: 10	faction_leader.png	faction
vik_leader_influence_2	This king has enemies everywhere; chances are, he's not long for this world.	Leader Influence: 2	faction_leader.png	faction
vik_leader_influence_3	To describe this king as weak would be something of an understatement.	Leader Influence: 3	faction_leader.png	faction
vik_leader_influence_4	No one thinks anything bad about this king, but then again, they don't think anything good either.	Leader Influence: 4	faction_leader.png	faction
vik_leader_influence_5	The best thing said of this king is that his reign has proved stable. Hardly a glowing report!	Leader Influence: 5	faction_leader.png	faction
vik_leader_influence_6	This king has a good hold on their kingdom, becoming greatly influential on all levels of society.	Leader Influence: 6	faction_leader.png	faction
vik_leader_influence_7	People smile when they hear this king's name, so benevolent is his rule.	Leader Influence: 7	faction_leader.png	faction
vik_leader_influence_8	This man wears the crown with pride, taking his role very seriously indeed.	Leader Influence: 8	faction_leader.png	faction
vik_leader_influence_9	All look to the king as an example, for he represents the very best in men.	Leader Influence: 9	faction_leader.png	faction
vik_legitimacy_0	You have betrayed and stolen and taken at will; now, no one trusts you.\n\nIncrease legitimacy by owning cultural land, make cultural allies and defending allies. Legitimacy naturally declines as time passes.	Legitimacy	cult_gaelic_legitimacy.png	faction
vik_legitimacy_1	Carry on at this rate and rumours of your demise will require no exaggeration!\n\nIncrease legitimacy by owning cultural land, make cultural allies and defending allies. Legitimacy naturally declines as time passes.	Legitimacy	cult_gaelic_legitimacy.png	faction
vik_legitimacy_10	old data - do not loc	old data - do not loc	faction_leader.png	faction
vik_legitimacy_2	Carry on at this rate and rumours of your demise will require no exaggeration!\n\nIncrease legitimacy by owning cultural land, make cultural allies and defending allies. Legitimacy naturally declines as time passes.	Legitimacy	cult_gaelic_legitimacy.png	faction
vik_legitimacy_3	Security at home is essential if a ruler is to be successful; recognition of legitimacy by peers and subjects is a vital part of that.\n\nIncrease legitimacy by owning cultural land, make cultural allies and defending allies. Legitimacy naturally declines as time passes.	Legitimacy	cult_gaelic_legitimacy.png	faction
vik_legitimacy_4	Security at home is essential if a ruler is to be successful; recognition of legitimacy by peers and subjects is a vital part of that.\n\nIncrease legitimacy by owning cultural land, make cultural allies and defending allies. Legitimacy naturally declines as time passes.	Legitimacy	cult_gaelic_legitimacy.png	faction
vik_legitimacy_5	You have proved your worth to your peers - there will be no further challenges to your rule from within.	Legitimacy	cult_gaelic_legitimacy.png	faction
vik_legitimacy_6	old data - do not loc	old data - do not loc	faction_leader.png	faction
vik_legitimacy_7	old data - do not loc	old data - do not loc	faction_leader.png	faction
vik_legitimacy_8	old data - do not loc	old data - do not loc	faction_leader.png	faction
vik_legitimacy_9	old data - do not loc	old data - do not loc	faction_leader.png	faction
vik_legitimacy_negative_1	old data - do not loc	old data - do not loc	faction_leader.png	faction
vik_legitimacy_negative_2	old data - do not loc	old data - do not loc	faction_leader.png	faction
vik_legitimacy_positive_1	old data - do not loc	old data - do not loc	faction_leader.png	faction
vik_malicious_trait_agricultural_estates	[PH]	[PH]	faction_leader.png	faction
vik_malicious_trait_noble_estates	[PH]	[PH]	faction_leader.png	faction
vik_malicious_trait_religious_estates	[PH]	[PH]	faction_leader.png	faction
vik_midhe_fair_1	Friendly relations are key if men are to find greater understanding; when the fair is held, such warmth is promoted.	The Fair is in Town!	public_order_positive.png	faction
vik_midhe_fair_2	This year the coffers were found to be empty; the people's disappointment is tangible.	No Fair This Season!	public_order_negative.png	faction
vik_midhe_fair_3	War has come, and so all resources must be marshalled to ensure it is brought to a successful conclusion.	Make War Not Gold!	army_negative.png	force
vik_midhe_fair_vik_religion_anglo_viking	Friendlier relations with the Great Viking Army are in everybody's best interests.	Relations with the Great Viking Army	diplomacy_positive.png	faction
vik_midhe_fair_vik_religion_dyflin	Friendlier relations with Dyflin are in both your interests.	Relations with Dyflin	diplomacy_positive.png	faction
vik_midhe_fair_vik_religion_east_angla	Friendlier relations with the East Engle are in both your interests.	Relations with the East Engle	diplomacy_positive.png	faction
vik_midhe_fair_vik_religion_english	Friendlier relations with the English are in everybody's best interests.	Relations with the English	diplomacy_positive.png	faction
vik_midhe_fair_vik_religion_gwined	Friendlier relations with Gwined are in both your interests.	Relations with Gwined	diplomacy_positive.png	faction
vik_midhe_fair_vik_religion_irish	Friendlier relations with the Irish are in everybody's best interests.	Relations with the Irish	diplomacy_positive.png	faction
vik_midhe_fair_vik_religion_midhe	Friendlier relations with Mide are in both your interests.	Relations with Mide	diplomacy_positive.png	faction
vik_midhe_fair_vik_religion_miercna	Friendlier relations with Mierce are in both your interests.	Relations with Mierce	diplomacy_positive.png	faction
vik_midhe_fair_vik_religion_northymbra	Friendlier relations with Northymbre are in both your interests.	Relations with Northymbre	diplomacy_positive.png	faction
vik_midhe_fair_vik_religion_scoan	Friendlier relations with Circenn are in both your interests.	Relations with Circenn	diplomacy_positive.png	faction
vik_midhe_fair_vik_religion_scots	Friendlier relations with the Scots are in everybody's best interests.	Relations with the Scots	diplomacy_positive.png	faction
vik_midhe_fair_vik_religion_strat_clut	Friendlier relations with Strat Clut are in both your interests.	Relations with Strat Clut	diplomacy_positive.png	faction
vik_midhe_fair_vik_religion_sudreyar	Friendlier relations with Sudreyar are in both your interests.	Relations with Sudreyar	diplomacy_positive.png	faction
vik_midhe_fair_vik_religion_viking	Friendlier relations with the Vikings are in everybody's best interests.	Relations with the Vikings	diplomacy_positive.png	faction
vik_midhe_fair_vik_religion_viking_gael	Friendlier relations with the Viking Sea Kings are in everybody's best interests.	Relations with the Viking Sea Kings	diplomacy_positive.png	faction
vik_midhe_fair_vik_religion_welsh	Friendlier relations with the Welsh are in everybody's best interests.	Relations with the Welsh	diplomacy_positive.png	faction
vik_midhe_fair_vik_religion_westsexa	Friendlier relations with the West Seaxe are in both your interests.	Relations with the West Seaxe	diplomacy_positive.png	faction
vik_miercna_treasury_army_1	What doesn't kill an army makes it stronger. Investing in the army is money well spent.	Bonus for the Army	army_positive.png	faction
vik_miercna_treasury_army_10	What doesn't kill an army makes it stronger. Investing in the army is money well spent.	Bonus for the Army	army_positive.png	faction
vik_miercna_treasury_army_11	What doesn't kill an army makes it stronger. Investing in the army is money well spent.	Bonus for the Army	army_positive.png	faction
vik_miercna_treasury_army_2	What doesn't kill an army makes it stronger. Investing in the army is money well spent.	Bonus for the Army	army_positive.png	faction
vik_miercna_treasury_army_3	What doesn't kill an army makes it stronger. Investing in the army is money well spent.	Bonus for the Army	army_positive.png	faction
vik_miercna_treasury_army_4	What doesn't kill an army makes it stronger. Investing in the army is money well spent.	Bonus for the Army	army_positive.png	faction
vik_miercna_treasury_army_5	What doesn't kill an army makes it stronger. Investing in the army is money well spent.	Bonus for the Army	army_positive.png	faction
vik_miercna_treasury_army_6	What doesn't kill an army makes it stronger. Investing in the army is money well spent.	Bonus for the Army	army_positive.png	faction
vik_miercna_treasury_army_7	What doesn't kill an army makes it stronger. Investing in the army is money well spent.	Bonus for the Army	army_positive.png	faction
vik_miercna_treasury_army_8	What doesn't kill an army makes it stronger. Investing in the army is money well spent.	Bonus for the Army	army_positive.png	faction
vik_miercna_treasury_army_9	What doesn't kill an army makes it stronger. Investing in the army is money well spent.	Bonus for the Army	army_positive.png	faction
vik_miercna_treasury_keep_1	Enriching yourself at the expense of the army will no doubt have... consequences.	Keeping the Gold	public_order_negative.png	faction
vik_miercna_treasury_keep_10	Enriching yourself at the expense of the army will no doubt have... consequences.	Keeping the Gold	public_order_negative.png	faction
vik_miercna_treasury_keep_11	Enriching yourself at the expense of the army will no doubt have... consequences.	Keeping the Gold	public_order_negative.png	faction
vik_miercna_treasury_keep_2	Enriching yourself at the expense of the army will no doubt have... consequences.	Keeping the Gold	public_order_negative.png	faction
vik_miercna_treasury_keep_3	Enriching yourself at the expense of the army will no doubt have... consequences.	Keeping the Gold	public_order_negative.png	faction
vik_miercna_treasury_keep_4	Enriching yourself at the expense of the army will no doubt have... consequences.	Keeping the Gold	public_order_negative.png	faction
vik_miercna_treasury_keep_5	Enriching yourself at the expense of the army will no doubt have... consequences.	Keeping the Gold	public_order_negative.png	faction
vik_miercna_treasury_keep_6	Enriching yourself at the expense of the army will no doubt have... consequences.	Keeping the Gold	public_order_negative.png	faction
vik_miercna_treasury_keep_7	Enriching yourself at the expense of the army will no doubt have... consequences.	Keeping the Gold	public_order_negative.png	faction
vik_miercna_treasury_keep_8	Enriching yourself at the expense of the army will no doubt have... consequences.	Keeping the Gold	public_order_negative.png	faction
vik_miercna_treasury_keep_9	Enriching yourself at the expense of the army will no doubt have... consequences.	Keeping the Gold	public_order_negative.png	faction
vik_miercna_treasury_noble_1	Investing in the nobility ensures loyalty, as well-provisioned men do not plot against their leader.	Bonus for the Nobility	wealth.png	faction
vik_miercna_treasury_noble_10	Investing in the nobility ensures loyalty, as well-provisioned men do not plot against their leader.	Bonus for the Nobility	wealth.png	faction
vik_miercna_treasury_noble_11	Investing in the nobility ensures loyalty, as well-provisioned men do not plot against their leader.	Bonus for the Nobility	wealth.png	faction
vik_miercna_treasury_noble_2	Investing in the nobility ensures loyalty, as well-provisioned men do not plot against their leader.	Bonus for the Nobility	wealth.png	faction
vik_miercna_treasury_noble_3	Investing in the nobility ensures loyalty, as well-provisioned men do not plot against their leader.	Bonus for the Nobility	wealth.png	faction
vik_miercna_treasury_noble_4	Investing in the nobility ensures loyalty, as well-provisioned men do not plot against their leader.	Bonus for the Nobility	wealth.png	faction
vik_miercna_treasury_noble_5	Investing in the nobility ensures loyalty, as well-provisioned men do not plot against their leader.	Bonus for the Nobility	wealth.png	faction
vik_miercna_treasury_noble_6	Investing in the nobility ensures loyalty, as well-provisioned men do not plot against their leader.	Bonus for the Nobility	wealth.png	faction
vik_miercna_treasury_noble_7	Investing in the nobility ensures loyalty, as well-provisioned men do not plot against their leader.	Bonus for the Nobility	wealth.png	faction
vik_miercna_treasury_noble_8	Investing in the nobility ensures loyalty, as well-provisioned men do not plot against their leader.	Bonus for the Nobility	wealth.png	faction
vik_miercna_treasury_noble_9	Investing in the nobility ensures loyalty, as well-provisioned men do not plot against their leader.	Bonus for the Nobility	wealth.png	faction
vik_miercna_treasury_people_1	The people will be happier that gold has been invested wisely, rather than just enriching the wealthy further.	Bonus for the People	public_order_positive.png	faction
vik_miercna_treasury_people_10	The people will be happier that gold has been invested wisely, rather than just enriching the wealthy further.	Bonus for the People	public_order_positive.png	faction
vik_miercna_treasury_people_11	The people will be happier that gold has been invested wisely, rather than just enriching the wealthy further.	Bonus for the People	public_order_positive.png	faction
vik_miercna_treasury_people_2	The people will be happier that gold has been invested wisely, rather than just enriching the wealthy further.	Bonus for the People	public_order_positive.png	faction
vik_miercna_treasury_people_3	The people will be happier that gold has been invested wisely, rather than just enriching the wealthy further.	Bonus for the People	public_order_positive.png	faction
vik_miercna_treasury_people_4	The people will be happier that gold has been invested wisely, rather than just enriching the wealthy further.	Bonus for the People	public_order_positive.png	faction
vik_miercna_treasury_people_5	The people will be happier that gold has been invested wisely, rather than just enriching the wealthy further.	Bonus for the People	public_order_positive.png	faction
vik_miercna_treasury_people_6	The people will be happier that gold has been invested wisely, rather than just enriching the wealthy further.	Bonus for the People	public_order_positive.png	faction
vik_miercna_treasury_people_7	The people will be happier that gold has been invested wisely, rather than just enriching the wealthy further.	Bonus for the People	public_order_positive.png	faction
vik_miercna_treasury_people_8	The people will be happier that gold has been invested wisely, rather than just enriching the wealthy further.	Bonus for the People	public_order_positive.png	faction
vik_miercna_treasury_people_9	The people will be happier that gold has been invested wisely, rather than just enriching the wealthy further.	Bonus for the People	public_order_positive.png	faction
vik_new_god_1	Embrace the coming religion and this strange new age where all people, not just your warriors, have a voice.	New God	icon_christian.png	faction
vik_new_god_2	Embrace the coming religion and this strange new age where all people, not just your warriors, have a voice.	New God	icon_christian.png	faction
vik_new_god_3	Embrace the coming religion and this strange new age where all people, not just your warriors, have a voice.	New God	icon_christian.png	faction
vik_new_god_4	Embrace the coming religion and this strange new age where all people, not just your warriors, have a voice.	New God	icon_christian.png	faction
vik_new_god_5	Embrace the coming religion and this strange new age where all people, not just your warriors, have a voice.	New God	icon_christian.png	faction
vik_new_god_6	Embrace the coming religion and this strange new age where all people, not just your warriors, have a voice.	New God	icon_christian.png	faction
vik_noble_trait_agricultural_estates	[PH]	[PH]	faction_leader.png	faction
vik_noble_trait_noble_estates	[PH]	[PH]	faction_leader.png	faction
vik_noble_trait_religious_estates	[PH]	[PH]	faction_leader.png	faction
vik_pagan_kings_0	Stay loyal to the old gods and keep to the old ways: a life of fighting and feasting, and damn the peasants.	Pagan Kings	icon_pagan.png	faction
vik_pagan_kings_1	Stay loyal to the old gods and keep to the old ways: a life of fighting and feasting, and damn the peasants.	Pagan Kings	icon_pagan.png	faction
vik_pagan_kings_2	Stay loyal to the old gods and keep to the old ways: a life of fighting and feasting, and damn the peasants.	Pagan Kings	icon_pagan.png	faction
vik_pagan_kings_3	Stay loyal to the old gods and keep to the old ways: a life of fighting and feasting, and damn the peasants.	Pagan Kings	icon_pagan.png	faction
vik_pagan_kings_4	Stay loyal to the old gods and keep to the old ways: a life of fighting and feasting, and damn the peasants.	Pagan Kings	icon_pagan.png	faction
vik_pagan_kings_5	Stay loyal to the old gods and keep to the old ways: a life of fighting and feasting, and damn the peasants.	Pagan Kings	icon_pagan.png	faction
vik_pagan_kings_6	Stay loyal to the old gods and keep to the old ways: a life of fighting and feasting, and damn the peasants.	Pagan Kings	icon_pagan.png	faction
vik_pagan_kings_king_converts	The king's conversion has found great favour amongst both his people and the neighbouring powers. However, abandoning the old ways may not sit so well with the nobility.	King Converts	faction_leader.png	faction
vik_politics_army_bribery	You've shored up your position with the army; naturally, their loyalty came at a price.	Army Bribed	upkeep_cost_negative.png	faction
vik_politics_assassination_justice	You have killed one of your own and the people know of it. Sometimes, bad publicity isn't better than none at all...	Natural Justice	faction_leader.png	faction
vik_politics_assassination_justice2	You have killed one of your own and the people know of it. Sometimes, bad publicity isn't better than none at all...	Natural Justice	faction_leader.png	faction
vik_politics_asserting_authority	It's quite simple - people will respect the throne or face the consequences!	Asserting Authority	faction_leader.png	faction
vik_politics_campaign_movement	Campaign movement of armies has increased in your land due to recent political events.	Campaign Movement	campaign_movement.png	faction
vik_politics_character_bribery	There are those among the nobility who have further enriched themselves at your expense; such is the price of fealty it seems.	Corrupt Nobles	corruption.png	faction
vik_politics_characters_disloyal	A recent feast soon descended into little more than a meadhouse brawl; those who can actually remember the night do so for entirely the wrong reasons.	Disloyal Nobles	faction_leader.png	faction
vik_politics_demands	You have given in to demands made by your nobles. What next? The keys to the kingdom?	Unreasonable Demands	set_heir.png	faction
vik_politics_eager_for_coin	You have paid off some nobles; this may turn out to be an error, as now they are all looking to 'shore up' their support somehow.	Eager for Coin	faction_leader.png	faction
vik_politics_faction_allegiance	Faction Allegience has increased in your land due to recent political events.	Faction Allegiance	allegiance.png	faction
vik_politics_genealogies	You have proved the legitimacy of your lineage; your leadership is now beyond question. 	Genealogies	loyalty.png	faction
vik_politics_genealogy_overload	Oddly, in their efforts to prove legitimacy, all sorts of nebulous documents are now coming to light, and from every corner of the realm!	Genealogy Overload!	faction_leader.png	faction
vik_politics_giving_in	Cash may be slipping through your fingers at an astonishing rate, but at least your grip on the throne remains firm.	Yield & Submit	faction_leader.png	faction
vik_politics_hold_feast_food	The recent feast has put a dent in your food supply. Another feast cannot be held until your food supply recovers.	Recent Feast	food.png	faction
vik_politics_hold_feast_upset	As the initial joy of the feast fades, the people are left feeling like their leader is trying to buy their support.	Upset Populace	faction_leader.png	faction
vik_politics_incident_aesthetic	People are displeased that their creativity is being stifled and are blaming you for their predicament. Sometimes, you just can't win!	Cultural Backsliding	fame.png	faction
vik_politics_incident_church_1	Naturally, when God is pleased He bestows on them the gift of prosperity upon his people, that they may praise Him all the more. Investing in the people's spiritual wellbeing can only pay dividends in the long run, surely?	Piety & Prosperity	abbey.png	faction
vik_politics_incident_church_2	To go against the will of God? Such a thing courts pestilence, famine and death, to go with all the wars, that we might know His displeasure. The people know this instinctively - why not so their monarch?	Discourtesy & Displeasure	influence_negative.png	faction
vik_politics_incident_court_school	An educated, informed populace is far harder to manage, but words of wisdom can reach much farther than threats of punishment.	Too Hard to Handle	fame.png	faction
vik_politics_incident_lazy	It's bad enough when one man can't be bothered to do his job, but the trouble really starts when his sloth begins to rub off on others - this way lies all manner of problems.	Inertia Creeps	army_negative.png	faction
vik_politics_incident_lose_own_region	It would appear that your investment has paid off - the kingdom is now a far safer place, if the attack comes from without at least…	Payback Time	replenishment.png	faction
vik_politics_incident_lose_when_stronger	Sound investment has a habit of paying off. Your generals are both empowered and emboldened by the training afforded them - this should translate to success in battle, ensuring the kingdom grows exponentially.	What Doesn't Kill You…	experience_positive.png	faction
vik_politics_incident_win_own_region	All the showy grandstanding you have undertaken is making your neighbours - friends and rivals alike - justifiably nervous. Expect there to be consequences when it comes time to talk of treaties.	More Than You Bargained For	diplomacy_negative.png	faction
vik_politics_lineage_doubts	Worrying rumours abound that you are not the rightful king after all! You may wish to address the situation before it gets out of hand!	Doubts About Legitimacy	faction_leader.png	faction
vik_politics_lower_influence	All this plotting has weakened your position somewhat.	Lower Influence	faction_leader.png	faction
vik_politics_morale	Unit morale has increased in your armies due to recent political events.	Unit Morale	morale.png	faction
vik_politics_movement_neg_skill_bonus	Your armies cannot move as swiftly while being trained, but their fighting skills are increased in return.	Training in Progress	army_positive.png	faction
vik_politics_no_secret_meetings	You've asserted your authority. Hopefully, this has put a stop to dark mutterings among the nobility.	No Secret Meetings	faction_leader.png	faction
vik_politics_nobles_placated	You stopped the secret council, and hopefully disloyal mutterings from all quarters, for now at least.	Nobles Placated	faction_leader.png	faction
vik_politics_po_neg	Public Order has decreased in your land due to recent political events.	Public Order	public_order_negative.png	faction
vik_politics_po_pos	Public Order has increased in your land due to recent political events.	Public Order	public_order_positive.png	faction
vik_politics_recruitment_cost_pos_replenishment_neg	You have decided to give in to the Church's demands and shift your focus away from military concerns.	The Clergy Appeased	army_negative.png	faction
vik_politics_research	Research rate has increased in your land due to recent political events.	Research Rate	technology.png	faction
vik_politics_true_genealogy	A bishop has backed your claims of legitimacy for your line, which should silence any dissenters once and for all.	True Genealogy	faction_leader.png	faction
vik_politics_turned_hands	This is where pandering to naysayers gets you - now your nobles have a taste for coin they must be kept satisfied!	Turned Hands	faction_leader.png	faction
vik_politics_usurper_allegiance	Usurper Allegience has increased in your land due to recent political events.	Usurper Allegiance	allegiance_enemy.png	faction
vik_rebels_bandits	Bandits are running rampant in this region! If public order does not improve this could cause our people to rebel!	Bandits!	public_order_negative.png	region
vik_rebels_rebels	People are not happy, and in sufficient numbers that they revolt against your rule! Put down this insurrection!	Rebels!	army_negative.png	region
vik_roman_walls	Time and tide wait for no man, but Roman walls still stand strong.	Roman Walls	fortification.png	region
vik_sea_king_expedition_conquer_negative	Despite the very best intentions, this adventure has come to naught.	Military Expedition Failed	cult_sea_kings_expedition_negative.png	faction
vik_sea_king_expedition_conquer_positive	Some are born to conquer, others born to serve; the natural order has been confirmed.	Military Expedition Succeeded	cult_sea_kings_expedition.png	faction
vik_sea_king_expedition_conquer_positive_2	Fortune favours the bold, as illustrated by the success of this endeavour.	Military Expedition Succeeded	cult_sea_kings_expedition.png	faction
vik_sea_king_expedition_defeat	Today, the wind was not at your backs, leading to defeat in the field.	Military Expedition Defeated	cult_sea_kings_expedition_negative.png	faction
vik_sea_king_expedition_make_vassal_negative	These people do not understand their natural place in the world!	Vassalisation Failed	cult_sea_kings_expedition_negative.png	faction
vik_sea_king_expedition_make_vassal_positive	Common sense has prevailed - these people have become your vassals.	Vassalisation Succeeded	cult_sea_kings_expedition.png	faction
vik_sea_king_expedition_make_vassal_positive_2	Sensibly, these people have placed themselves under your protection.	Vassalisation Succeeded	cult_sea_kings_expedition.png	faction
vik_sea_king_expedition_raid_negative	By their very nature, these things involve a degree of risk; this time, the gamble did not pay off.	Raiding Party Failed	cult_sea_kings_expedition_negative.png	faction
vik_sea_king_expedition_raid_positive	"What is that beast all girded with iron, which kills the flocks? He has eight horns but no head, and runs as he pleases."	Raiding Party Succeeded	cult_sea_kings_expedition.png	faction
vik_sea_king_expedition_raid_positive_2	"They never knew what hit them - the very definition of a 'lightning' raid!"	Raiding Party Succeeded	cult_sea_kings_expedition.png	faction
vik_sea_king_expedition_settle	The road was long, with many a winding turn. Now, the journey is over, and for the travellers, life can begin again.	Expedition Settled	cult_sea_kings_expedition.png	faction
vik_sea_king_expedition_trade_east	"Barter is in their blood - of course they will trade with us."	Trade Mission Eastwards	cult_sea_kings_expedition.png	faction
vik_sea_king_expedition_trade_negative	Despite some very hard talk, these discussions have not ended in an agreement.	Trade Mission Failed	cult_sea_kings_expedition_negative.png	faction
vik_sea_king_expedition_trade_positive	Finally, an accord is reached; commerce now reigns, from which all will profit.	Trade Mission Succeeded	cult_sea_kings_expedition.png	faction
vik_sea_king_expedition_trade_positive_2	An agreement has been made; mercantile endeavours can now flourish and grow.	Trade Mission Succeeded	cult_sea_kings_expedition.png	faction
vik_sinful_trait_agricultural_estates	[PH]	[PH]	faction_leader.png	faction
vik_sinful_trait_noble_estates	[PH]	[PH]	faction_leader.png	faction
vik_sinful_trait_religious_estates	[PH]	[PH]	faction_leader.png	faction
vik_spend_culture_10	When a culture is advanced, all its people benefit.	Cultural Benefits	wealth.png	faction
vik_spend_culture_11	When a culture is advanced, all its people benefit.	Cultural Benefits	wealth.png	faction
vik_spend_culture_12	When a culture is advanced, all its people benefit.	Cultural Benefits	supplies.png	faction
vik_spend_culture_15	When a culture is advanced, all its people benefit.	Cultural Benefits	public_order_positive.png	faction
vik_spend_culture_16	When a culture is advanced, all its people benefit.	Cultural Benefits	faction_leader.png	faction
vik_spend_culture_17	When a culture is advanced, all its people benefit.	Cultural Benefits	influence.png	faction
vik_spend_culture_18	When a culture is advanced, all its people benefit.	Cultural Benefits	fame.png	faction
vik_spend_culture_1a	When a culture is advanced, all its people benefit.	Cultural Benefits	diplomacy.png	faction
vik_spend_culture_1b	When a culture is advanced, all its people benefit.	Cultural Benefits	diplomacy.png	faction
vik_spend_culture_1c	When a culture is advanced, all its people benefit.	Cultural Benefits	diplomacy.png	faction
vik_spend_culture_1d	When a culture is advanced, all its people benefit.	Cultural Benefits	diplomacy.png	faction
vik_spend_culture_2	When a culture is advanced, all its people benefit.	Cultural Benefits	icon_raiding.png	faction
vik_spend_culture_3	When a culture is advanced, all its people benefit.	Cultural Benefits	experience_effect.png	faction
vik_spend_culture_4	When a culture is advanced, all its people benefit.	Cultural Benefits	campaign_movement.png	faction
